date,tvl_base,staking,liquidstaking,borrowed,total
2021-01-02,15398582859,1097661712,37420663,2461686404,18995351638
2021-01-03,15844734388,903609179,37432726,2637433064,19423209357
2021-01-04,17433372218,983320875,42378154,2416427513,20875498760
2021-01-05,18259396575,1087765652,49387301,2211353448,21607902976
2021-01-06,20041807756,1179397502,54326093,2370015673,23645547024
2021-01-07,21428145786,1201754317,62405057,2466929784,25159234944
2021-01-08,21887379778,1172989231,66498380,2540112033,25666979422
2021-01-09,22333804802,1240046492,71420147,2643851073,26289122514
2021-01-10,22292318709,1155571712,70650741,2670201111,26188742273
2021-01-11,22452026103,1144763621,81206958,2682498784,26360495466
2021-01-12,20017148509,993946036,68258894,2453404523,23532757962
2021-01-13,20269578977,1100065515,70841610,2504724770,23945210872
2021-01-14,21240301655,1127139740,90087288,2726458019,25183986702
2021-01-15,22241894243,1130430777,117064703,2795830423,26285220146
2021-01-16,21681150973,1320508476,127447704,3000287858,26129395011
2021-01-17,22482481040,1351692503,130637543,3097515813,27062326899
2021-01-18,22599389603,1370229649,130898717,3106592113,27207110082
2021-01-19,23080189297,1288800273,133781912,3105706290,27608477772
2021-01-20,24543840811,1388176708,153125607,3163218178,29248361304
2021-01-21,23628340497,1237621024,148299925,3135094939,28149356385
2021-01-22,21542376968,1226235452,144428734,2971195836,25884236990
2021-01-23,22796893252,1310632265,139202059,2767998705,27014726281
2021-01-24,23528586294,1346813989,193086346,3031439552,28099926181
2021-01-25,25473033726,1533625012,210876244,3091970666,30309505648
2021-01-26,25813721185,1620476623,220142940,3142095210,30796435958
2021-01-27,25495542717,1549596464,213554400,3144375620,30403069201
2021-01-28,24525183771,1569015192,211149739,3107544489,29412893191
2021-01-29,26027737408,1688295219,215669368,3202742917,31134444912
2021-01-30,27074523123,1676905659,227936787,3295191344,32274556913
2021-01-31,27008023692,1699446849,224671639,3318714290,32250856470
2021-02-01,26951162223,1757805846,232055908,3326109075,32267133052
2021-02-02,27522631977,1659380291,230537287,3432458287,32845007842
2021-02-03,29008397743,1665318869,263379206,3566841712,34503937530
2021-02-04,32577056914,1904496198,352424448,3706071911,38540049471
2021-02-05,33504713611,2340169831,374497197,3818361979,40037742618
2021-02-06,35801001743,2586314116,381883822,3978930808,42748130489
2021-02-07,35568578562,2411609368,399989562,3998993530,42379171022
2021-02-08,34840530434,2398285820,395508964,4055967335,41690292553
2021-02-09,37499351350,2678976107,399626400,4538127432,45116081289
2021-02-10,39006702601,2645470878,431956395,4771328932,46855458806
2021-02-11,40254318624,2977661487,453031182,5029117294,48714128587
2021-02-12,41503282708,3106361319,453376774,5193616379,50256637180
2021-02-13,42312108470,3047997064,464391823,5233176710,51057674067
2021-02-14,41606018760,2944740484,475154940,5309664793,50335578977
2021-02-15,42014417010,2688677556,516457432,5458418199,50677970197
2021-02-16,41604563156,2565106280,505789987,5586016465,50261475888
2021-02-17,42153759983,2517388800,517694654,5974116226,51162959663
2021-02-18,43078368514,2513572619,520130052,6257286975,52369358160
2021-02-19,44814972077,2591468544,573730198,6565804160,54545974979
2021-02-20,46364380778,2452459385,584265697,6895680324,56296786184
2021-02-21,48029076986,2637417813,611694999,7235238875,58513428673
2021-02-22,48462571484,2462361025,600079400,7262615884,58787627793
2021-02-23,45422277502,2257124874,557191042,6935362308,55171955726
2021-02-24,39480689491,1805248516,450378577,6169679512,47905996096
2021-02-25,43083285679,2138456016,512924298,6499751390,52234417383
2021-02-26,42216843741,2025879890,495426817,6867374418,51605524866
2021-02-27,40213504586,1876168879,451366578,6577385710,49118425753
2021-02-28,40651666193,1948149265,453397552,6645078013,49698291023
2021-03-01,39518770517,1814377813,419918535,6573243361,48326310226
2021-03-02,42892959651,2063031423,470059689,6889883154,52315933917
2021-03-03,43374155467,2160562183,479879050,6992570755,53007167455
2021-03-04,45485895394,2243773020,495697035,7317765869,55543131318
2021-03-05,44856957876,2123394562,483168488,7267223004,54730743930
2021-03-06,44012539293,1997676313,460255216,7119191501,53589662323
2021-03-07,45381915293,2037379039,488840432,7109739246,55017874010
2021-03-08,44164948434,2242939416,521703929,7230160807,54159752586
2021-03-09,45319729091,2176817195,551443312,7179904236,55227893834
2021-03-10,47589547807,2302363474,590892812,7314382344,57797186437
2021-03-11,47573848752,2264241932,593190668,7914764715,58346046067
2021-03-12,48130998230,2193132751,578070407,8480144941,59382346329
2021-03-13,49468737783,2131172740,584267908,8316170257,60500348688
2021-03-14,52387171847,2275793035,605314654,8680750331,63949029867
2021-03-15,51922615006,2203477011,628942721,9054345365,63809380103
2021-03-16,50130476311,2215555938,606586284,8701903679,61654522212
2021-03-17,50685405067,2364035221,615854995,8854511213,62519806496
2021-03-18,51572008874,2318000871,738945661,8904933385,63533888791
2021-03-19,52173429881,2426389272,803537907,8977356835,64380713895
2021-03-20,53130228111,2473911551,871378507,9151472889,65626991058
2021-03-21,54768937279,2428575546,887427690,9542279999,67627220514
2021-03-22,52863128002,2312112761,890848753,9460755328,65526844844
2021-03-23,52459191511,2334796669,912656690,9604799851,65311444721
2021-03-24,50722291332,2299683275,845933487,9716466206,63584374300
2021-03-25,50372760975,2281405358,882973031,9590314658,63127454022
2021-03-26,48754045074,2212192599,841460951,9558128224,61365826848
2021-03-27,51376111226,2433716185,883638627,9511271158,64204737196
2021-03-28,51947770237,2553998596,895290460,9530561805,64927621098
2021-03-29,52956656619,2657476501,918466142,9540270332,66072869594
2021-03-30,55647174361,2668122249,980462115,9785676914,69081435639
2021-03-31,58362200833,2802467598,1026679958,9809084153,72000432542
2021-04-01,58579168386,2862272990,1021692760,9822256949,72285391085
2021-04-02,61289001350,2803150130,1079144790,10506227711,75677523981
2021-04-03,64069532850,2841217802,1106627468,10967828483,78985206603
2021-04-04,69170871898,2888463487,1144186938,11135252760,84338775083
2021-04-05,70915080545,2878704168,1122446561,11423342021,86339573295
2021-04-06,73940251921,2977230602,1116745662,11589838179,89624066364
2021-04-07,74786078122,3051105281,1136648064,11740909203,90714740670
2021-04-08,70225724767,2901553493,1119287922,11463007765,85709573947
2021-04-09,72818943393,3045972815,1130476585,11448867984,88444260777
2021-04-10,75191633847,3085954450,1259717049,11741229576,91278534922
2021-04-11,76889427596,3068603226,1301761411,12103640780,93363433013
2021-04-12,76927775094,2965466420,1278434449,12220493932,93392169895
2021-04-13,78224904805,3000528332,1314218179,12587720274,95127371590
2021-04-14,81668698111,3037175921,1411745880,13472551828,99590171740
2021-04-15,86338006323,2925560341,1443621984,14290088899,104997277547
2021-04-16,88314461325,3247065215,1503323658,14709344228,107774194426
2021-04-17,88275648007,3074543998,1517216656,14360822084,107228230745
2021-04-18,88638226523,3079422742,1532288225,14927708652,108177646142
2021-04-19,81090538941,2646790406,1314803836,13137021161,98189154344
2021-04-20,82658653055,2683488389,1526623191,13234738927,100103503562
2021-04-21,83754790914,2649084169,1417071130,12814593158,100635539371
2021-04-22,84465782504,5495761980,1509646310,11359710661,102830901455
2021-04-23,86748958832,5885886567,1604371327,11572120807,105811337533
2021-04-24,84914973510,5520502586,1440675395,11371074885,103247226376
2021-04-25,83666275538,5355335443,1524352616,11248796035,101794759632
2021-04-26,87155108774,5754495831,1615505391,11497095421,106022205417
2021-04-27,95143356236,6524310488,1765704815,12987210034,116420581573
2021-04-28,98495217299,6894817832,1840892523,13933730069,121164657723
2021-04-29,100648786518,7002312393,1828737259,14564813685,124044649855
2021-04-30,99481878823,7731119612,1895591962,15249346028,124357936425
2021-05-01,101674327463,7869276682,1933421953,15947899608,127424925706
2021-05-02,105540350199,7901709197,1942223448,16594344184,131978627028
2021-05-03,106615732924,7985749979,2007862509,16812121503,133421466915
2021-05-04,111899890937,8139508404,2200185791,17599243486,139838828618
2021-05-05,112846963228,8042014564,2212499250,17996196382,141097673424
2021-05-06,114897580194,8386737983,2279700880,18316387743,143880406800
2021-05-07,117537095473,8133596166,2310411180,18854748006,146835850825
2021-05-08,117166617525,8066140364,2395556906,19078247103,146706561898
2021-05-09,120721665673,8481215246,2526432528,22233987617,153963301064
2021-05-10,121976533671,8834941895,2741171752,22600475100,156153122418
2021-05-11,122217312504,9289274528,2844720300,22373152057,156724459389
2021-05-12,121789969806,9230752203,2739838621,22193125009,155953685639
2021-05-13,120731973048,9778625380,2910838046,21700157150,155121593624
2021-05-14,114937062071,9521797905,2764179568,18804942253,146027981797
2021-05-15,118876523477,10099841620,2574456073,19003738129,150554559299
2021-05-16,115433783103,9046753990,2599957281,19134169703,146214664077
2021-05-17,113335391820,9245369753,2425612232,19709280127,144715653932
2021-05-18,109378382089,8651720384,2499703940,19083925973,139613732386
2021-05-19,101189767353,9135064179,1816547489,19589005085,131730384106
2021-05-20,86758376166,7084306487,1928979366,15769756902,111541418921
2021-05-21,85631023604,6674436122,1552763004,15433198880,109291421610
2021-05-22,82163616231,7056351627,1633040730,15004729558,105857738146
2021-05-23,74693893860,5926979355,1414230923,14599320774,96634424912
2021-05-24,71689811883,4821841119,1847964231,12276457735,90636074968
2021-05-25,79359087634,5470529073,1883744225,13159535598,99872896530
2021-05-26,81778270407,5706260053,2017832728,13338145010,102840508198
2021-05-27,87119308982,7251251531,1985610529,14042315854,110398486896
2021-05-28,84952523307,7132440873,1758102523,15019267312,108862334015
2021-05-29,79410419152,6494281764,1650307443,14619566466,102174574825
2021-05-30,78164308133,6438988002,1759215576,13974063612,100336575323
2021-05-31,82558933133,6415473689,1997890651,14948624829,105920922302
2021-06-01,85906685024,6564638434,1958847849,15434317021,109864488328
2021-06-02,87433886963,6589786622,2055796218,15649050974,111728520777
2021-06-03,91609856128,6940379801,2204667960,16052872750,116807776639
2021-06-04,92866343602,7135708394,2063519247,16404219734,118469790977
2021-06-05,89909035226,6766741529,1970994825,16025572184,114672343764
2021-06-06,90556561498,7016837632,2049552745,15956706554,115579658429
2021-06-07,91144185616,7109307774,1958456187,16105539672,116317489249
2021-06-08,90562450330,7383631655,1922949001,16457675343,116326706329
2021-06-09,88809316389,6799988087,2025231978,15905385372,113539921826
2021-06-10,90412771053,7164795337,1962571726,16084775289,115624913405
2021-06-11,88600196907,7871900362,1884210953,15968281331,114324589553
2021-06-12,86513450743,7715871063,1935719036,15279573951,111444614793
2021-06-13,87197939876,8171651913,2067072703,15108420124,112545084616
2021-06-14,91543023912,7994993267,2131653634,15259654315,116929325128
2021-06-15,94235774124,8946350169,2158197635,15631205730,120971527658
2021-06-16,92358243973,9210476657,2043248583,16208693517,119820662730
2021-06-17,89129142095,8619123783,2054541053,16034648971,115837455902
2021-06-18,87258342871,8532255552,1951524868,15019093858,112761217149
2021-06-19,85512707644,8964061963,1923243708,14671835564,111071848879
2021-06-20,84723658152,8865711427,1989785538,14433314764,110012469881
2021-06-21,79862217128,8483108695,1676536290,14196284264,104218146377
2021-06-22,73628903144,7863340032,1670176591,12840744777,96003164544
2021-06-23,73468556453,7422896822,1771378573,12920001092,95582832940
2021-06-24,76100782998,7741744086,1808616008,12915882235,98567025327
2021-06-25,76278598816,7367397795,1682290295,13367092742,98695379648
2021-06-26,73959276191,7328508391,1668918025,13151549986,96108252593
2021-06-27,74740236648,6770113054,1805011457,13035655591,96351016750
2021-06-28,76772506831,6925685703,1908993381,12940043976,98547229891
2021-06-29,79159964924,7492723293,2036349693,13142647092,101831685002
2021-06-30,81396476485,8198768419,2149975135,11708581525,103453801564
2021-07-01,81142476083,8018434955,2051787387,12141046596,103353745021
2021-07-02,80914925275,7754002966,2072061166,12193669727,102934659134
2021-07-03,81050266108,7429215871,2128281404,12236849771,102844613154
2021-07-04,83782560850,7938717563,2256357773,12314247887,106291884073
2021-07-05,85055252203,8448312669,2181618662,12499558305,108184741839
2021-07-06,84783738168,8606163887,2288768490,12580671066,108259341611
2021-07-07,88104902189,8741897751,2360907566,12717340488,111925047994
2021-07-08,88223127772,9010430849,2193610689,12942435800,112369605110
2021-07-09,86192127047,8293326533,2377103142,12899752081,109762308803
2021-07-10,85783839524,8353709469,2334806368,13459620273,109931975634
2021-07-11,86787690765,8516545015,2396302237,13879639675,111580177692
2021-07-12,86480983209,8803117892,2272676145,13999332622,111556109868
2021-07-13,84475114362,8722502734,2130962152,14128587069,109457166317
2021-07-14,83189050435,10407676817,2176210773,13940749708,109713687733
2021-07-15,82137426212,10830928493,2083730956,14083461938,109135547599
2021-07-16,80563559506,13856443915,2056980489,14561277021,111038260931
2021-07-17,79969146521,12920332286,2073317690,15885293074,110848089571
2021-07-18,81018263441,13278126482,2084260613,16057204940,112437855476
2021-07-19,79916136101,12257411557,1983129369,15995964206,110152641233
2021-07-20,77613109400,12578619596,1956727430,15939796710,108088253136
2021-07-21,77826354919,10835878835,2197225862,15822860274,106682319890
2021-07-22,81823298935,12142950976,2291559187,15927002001,112184811099
2021-07-23,82660080849,11529176916,2402979750,15993551248,112585788763
2021-07-24,84737012961,12045233543,2521060315,16154339872,115457646691
2021-07-25,86313053352,12256345746,2509341455,16400342196,117479082749
2021-07-26,87800992796,11714173426,2568082665,16561770782,118645019669
2021-07-27,89650497102,11031462890,2703539528,16644960894,120030460414
2021-07-28,91023769286,11917618285,2844436148,16919909454,122705733173
2021-07-29,91485928762,11664602156,2926421689,16386282694,122463235301
2021-07-30,92904098981,11586370083,2996570623,17424503514,124911543201
2021-07-31,94425471140,11105520727,3072883404,17693548135,126297423406
2021-08-01,95492687235,11716630659,3194195131,17760306708,128163819733
2021-08-02,95020996862,11560476005,3288038275,17751500907,127621012049
2021-08-03,94527727165,11195976257,3448995932,17781909486,126954608840
2021-08-04,94985510333,12729237273,3657371463,17545103600,128917222669
2021-08-05,98384120258,13467646740,3762312700,17687410432,133301490130
2021-08-06,100614310706,13665334481,3785722961,17756535422,135821903570
2021-08-07,103199134084,13123576105,4042060077,17866819896,138231590162
2021-08-08,105875240899,12695416242,3858735250,18295652383,140725044774
2021-08-09,104890654782,12789634227,4028404009,18414394149,140123087167
2021-08-10,107495093983,12896865062,4220318788,19056577639,143668855472
2021-08-11,107297329139,12585346348,4211567161,19130023979,143224266627
2021-08-12,107850245070,13403046051,4116947622,18983363400,144353602143
2021-08-13,108378512843,13836515774,4489060178,19186553330,145890642125
2021-08-14,112587995447,14918123730,4460590035,19445312221,151412021433
2021-08-15,112840507267,15180528414,4633826474,19683083166,152337945321
2021-08-16,113239113365,15584252946,4753310994,19676512398,153253189703
2021-08-17,110693940384,15787795957,4885683437,19588277032,150955696810
2021-08-18,109364285770,16462493051,5395972992,19608301781,150831053594
2021-08-19,110938365495,17752088784,5304897587,19652112902,153647464768
2021-08-20,114585789547,17493382394,5592327968,19856753275,157528253184
2021-08-21,117219797239,17684359106,5457984335,20045381822,160407522502
2021-08-22,116658474758,18363077450,5479218341,20225300738,160726071287
2021-08-23,118330912156,17926610027,5826440919,20281228056,162365191158
2021-08-24,118141620237,18250270726,5736276170,20399109705,162527276838
2021-08-25,116567140939,18120109172,5697615059,20622522693,161007387863
2021-08-26,116005006606,18501483599,5521813249,20838839729,160867143183
2021-08-27,115727469551,19603485884,6153053117,20734734968,162218743520
2021-08-28,119063702442,21796898475,5830315141,21009906936,167700822994
2021-08-29,118594634080,22218328402,6283884345,21033072600,168129919427
2021-08-30,117824279116,21250075332,6541920500,21045137832,166661412780
2021-08-31,118092088549,22204864406,6458721043,21028543406,167784217404
2021-09-01,122995117383,22840735982,6725067424,21239426432,173800347221
2021-09-02,129519971539,24397138882,6929613877,21597796423,182444520721
2021-09-03,130154447216,25404742015,7280688893,22304636671,185144514795
2021-09-04,132361784912,25632298255,7563918828,22867509394,188425511389
2021-09-05,133249814432,30035638165,7472629421,23061042940,193819124958
2021-09-06,135149927254,29849206615,7592151135,23229994206,195821279210
2021-09-07,129688536633,33142869427,7546287767,23484358230,193862052057
2021-09-08,122741964531,32097228090,7464119665,22646470188,184949782474
2021-09-09,123957495591,34770173980,6801868510,22210131707,187739669788
2021-09-10,123749621241,36396114503,7112816656,22261534456,189520086856
2021-09-11,121103768696,34816194792,7591964684,22020977375,185532905547
2021-09-12,124386763200,35466289683,7713492599,21910202263,189476747745
2021-09-13,125851882906,32767205657,7909990101,21836201063,188365279727
2021-09-14,124540201292,31398808389,7353311429,21696815920,184989137030
2021-09-15,129514481707,33151775274,7979737479,21506762963,192152757423
2021-09-16,131765440134,34512299508,7990835065,21859471519,196128046226
2021-09-17,130202942998,34183136935,7618530660,21827974087,193832584680
2021-09-18,129319423464,36176200957,7802487110,21942509966,195240621497
2021-09-19,129540307067,40293229527,7483381229,22046503020,199363420843
2021-09-20,122152852336,38520449720,6679467057,22149184890,189501954003
2021-09-21,112883192373,36109946439,6110349596,21246482896,176349971304
2021-09-22,115426717205,34134827257,7183526350,21098890818,177843961630
2021-09-23,121654169073,35699435909,7561218711,20971145365,185885969058
2021-09-24,121391354572,38868208409,7255158549,21294958299,188809679829
2021-09-25,118938627043,38324046078,7334558942,21109914320,185707146383
2021-09-26,119221088475,37811239753,7254956803,21073597473,185360882504
2021-09-27,120142546959,37179616925,7255782739,21081222081,185659168704
2021-09-28,116845100463,36158268842,6789394550,20461094444,180253858299
2021-09-29,115332417039,33547883513,6965544391,20201697345,176047542288
2021-09-30,117920767099,34941059932,7534067277,20320950132,180716844440
2021-10-01,122840240151,34417559174,8051915655,17974670835,183284385815
2021-10-02,127844856776,38626837661,8546008040,18235870478,193253572955
2021-10-03,129970018522,37200626512,8571251582,18465974841,194207871457
2021-10-04,130388962620,36423347847,8757472346,18536077876,194105860689
2021-10-05,131380953221,36129223838,8865788182,18560774691,194936739932
2021-10-06,132998574450,34598461969,8957665495,18746938432,195301640346
2021-10-07,134347417713,33848787150,8838345819,20105821758,197140372440
2021-10-08,136731549626,34594249043,9370172794,24805855282,205501826745
2021-10-09,137426672339,36183340601,9231668005,26916100072,209757781017
2021-10-10,138359501178,37521423884,9229057379,28110070603,213220053044
2021-10-11,135451945126,37774792148,9121630908,27418905310,209767273492
2021-10-12,137612989929,36720192688,9026387187,25797362850,209156932654
2021-10-13,138674751566,35525651080,9109023287,24981320850,208290746783
2021-10-14,142028106295,35714467832,9263383348,26630708625,213636666100
2021-10-15,144894637874,35208878499,9543067484,26869137957,216515721814
2021-10-16,147392085801,32824601346,9968798591,25640440160,215825925898
2021-10-17,147651984390,29797720730,9936117822,25825547323,213211370265
2021-10-18,148036623054,29420240861,10116939724,25028641942,212602445581
2021-10-19,145967701193,28435499703,9817428941,24787985116,209008614953
2021-10-20,149243785217,32678641353,10205859921,25099220250,217227506741
2021-10-21,156622946347,31992519567,11393697308,24968287295,224977450517
2021-10-22,154212608739,30589239732,11317004057,24690959014,220809811542
2021-10-23,152569962444,32304722740,11179765905,24778508765,220832959854
2021-10-24,156691888018,35486319697,11508837077,25663506562,229350551354
2021-10-25,155674598845,33891934710,11429806408,25888189632,226884529595
2021-10-26,159621484836,34124569021,11895900416,26500042522,232141996795
2021-10-27,158214210305,32331383253,11658403132,26423582968,228627579658
2021-10-28,152409267884,30227943268,10901619513,26138982811,219677813476
2021-10-29,159322798801,30659889143,11845195619,26588579317,228416462880
2021-10-30,156958490039,28624745965,12011138861,24085126189,221679501054
2021-10-31,154267236142,28042139553,11853577143,23859928694,218022881532
2021-11-01,156675882909,28886328012,11798615123,23706378134,221067204178
2021-11-02,158673348529,28675472905,11907041454,23549754125,222805617013
2021-11-03,164592036806,29493571904,12505483510,24015262811,230606355031
2021-11-04,167046106857,30504762943,12938861650,23817786442,234307517892
2021-11-05,167332808402,29179423665,13132505001,24018333717,233663070785
2021-11-06,166702058317,29361454159,12898475263,24359042549,233321030288
2021-11-07,169008429285,27561698023,13189375422,24412297941,234171800671
2021-11-08,173780394903,28024413789,13353399223,24963301971,240121509886
2021-11-09,177484430035,27889119190,13836571147,26656626178,245866746550
2021-11-10,176133292796,28957095356,13721370849,27716345251,246528104252
2021-11-11,171586173510,27549643746,13351843928,26852255027,239339916211
2021-11-12,174423284300,31634582557,13789230058,26262162481,246109259396
2021-11-13,173510568888,33107256487,13647845889,26271968734,246537639998
2021-11-14,174993505179,32334308136,13801961889,26136023476,247265798680
2021-11-15,175766432832,31965210469,13727999741,26246531785,247706174827
2021-11-16,172038916517,30634185831,13143923685,25806238744,241623264777
2021-11-17,164752567382,27984621058,12209269893,25835531149,230781989482
2021-11-18,166855611027,28370271416,12511908106,25996085043,233733875592
2021-11-19,159160090856,28106409488,11728914995,24598226598,223593641937
2021-11-20,168382794939,28920561705,12489140110,25263087858,235055584612
2021-11-21,172453276460,30299626787,12796145483,25793950758,241342999488
2021-11-22,170508337233,28940185951,12309420377,25856444991,237614388552
2021-11-23,165863080355,28552926926,12097060001,25522801275,232035868557
2021-11-24,171360425638,28750524283,12613446869,25872397125,238596793915
2021-11-25,170603031987,28395433454,12175305428,26437620165,237611391034
2021-11-26,174997271760,32442246319,12901775802,26840545337,247181839218
2021-11-27,162584798201,29422333272,11891010400,26072545821,229970687694
2021-11-28,164134340773,29062286408,11895830883,26335752931,231428210995
2021-11-29,170240486191,28853443329,12945595672,26942002472,238981527664
2021-11-30,173826085673,30441569426,13285582633,26954221449,244507459181
2021-12-01,177082337746,30507767682,14263843359,27188548463,249042497250
2021-12-02,177475978249,30563091764,14565660008,27049841721,249654571742
2021-12-03,175465887429,30242160123,14773473943,26806585137,247288106632
2021-12-04,167257947667,28586281071,13995970591,26777053372,236617252701
2021-12-05,160834291335,27101394466,14360149525,25644156958,227939992284
2021-12-06,159993102098,26050800426,13724265241,25576974522,225345142287
2021-12-07,164378061111,25219870040,14287582297,28847407200,232732920648
2021-12-08,165004963695,25348750610,14444762465,29000392740,233798869510
2021-12-09,168042220518,25268700566,14891320908,28881309230,237083551222
2021-12-10,160203541737,24437150028,13842293585,28250945899,226733931249
2021-12-11,155305971828,23529088297,12950823048,27868553612,219654436785
2021-12-12,158732670352,25399930282,13047812064,27689675754,224870088452
2021-12-13,160315376532,26164981784,13409118295,27678254532,227567731143
2021-12-14,151351482585,25002546252,12246020835,26721749645,215321799317
2021-12-15,154126949916,27592203869,12684242935,26206699351,220610096071
2021-12-16,158945400183,31884416644,13375221967,26458624152,230663662946
2021-12-17,157789732623,32411991721,13370722885,26810177844,230382625073
2021-12-18,156688905764,29445086795,13637584920,27397630835,227169208314
2021-12-19,161092048612,31699266689,14381768252,28136249537,235309333090
2021-12-20,160763615775,33564893580,14795222590,28048565544,237172297489
2021-12-21,160763429986,35878404766,15104712350,28107549909,239854097011
2021-12-22,166093656393,38293085088,15907388473,28615549831,248909679785
2021-12-23,165919701568,36972814319,15636089160,28714280974,247242886021
2021-12-24,171111810671,39341356860,16614899651,28977028086,256045095268
2021-12-25,170415362769,40456560383,16730083007,28806468566,256408474725
2021-12-26,171909796600,39961984095,16900394449,28423852886,257196028030
2021-12-27,173472005062,38682107033,16923681004,28660929724,257738722823
2021-12-28,170481052251,39583883727,16267118016,28594890919,254926944913
2021-12-29,164786069730,37837752198,15371607481,28210832388,246206261797
2021-12-30,161861383040,40062095216,14889815379,28641415401,245454709036
2021-12-31,163262839610,39612831052,15048906717,28292075201,246216652580
2022-01-01,163254923278,38404295596,15297749113,28061345124,245018313111
2022-01-02,166627100353,34813576891,15964113994,28270065538,245674856776
2022-01-03,167763064064,34260752712,16012349391,28379934044,246416100211
2022-01-04,167890440248,36620758241,15743370401,28340055791,248594624681
2022-01-05,167908845700,36774817321,15663568378,28334524033,248681755432
2022-01-06,161483208119,32608082099,14555661338,27894515593,236541467149
2022-01-07,158738505009,33835724629,14094031397,27429522552,234097783587
2022-01-08,153985531576,33223584486,13087778153,26976400134,227273294349
2022-01-09,151102067394,34056288776,12795973466,26498117562,224452447198
2022-01-10,153052801981,33262296070,13302773003,26566957723,226184828777
2022-01-11,150645927233,31691300315,12824883937,26091587010,221253698495
2022-01-12,155401250634,32696316799,13537986651,26596187105,228231741189
2022-01-13,159846018261,33923196474,14512234090,27248068148,235529516973
2022-01-14,157471005690,36789602876,14005794182,27378314659,235644717407
2022-01-15,158967714302,37139144161,14261543249,27383162036,237751563748
2022-01-16,160459116235,37246623529,14746945879,27560192573,240012878216
2022-01-17,161194879286,35352380655,14777028527,27688635013,239012923481
2022-01-18,157060188333,32337196140,13938804219,27331525393,230667714085
2022-01-19,156160868279,31376019534,13943470606,27078058093,228558416512
2022-01-20,154731528549,31562720717,13805692114,26860501105,226960442485
2022-01-21,150830981922,31032673955,13443992303,26790007085,222097655265
2022-01-22,135259599035,25671373993,11304538465,24217529201,196453040694
2022-01-23,128672070664,24330608792,10979701036,22115888052,186098268544
2022-01-24,132117896610,25755011012,11445067231,22395679478,191713654331
2022-01-25,128246362202,24518393719,10953647064,21433269276,185151672261
2022-01-26,132496285678,24980650737,10947972535,21926975378,190351884328
2022-01-27,133589197129,25744553889,11197765626,21764465031,192295981675
2022-01-28,126343590716,23995727018,10153566148,21222263867,181715147749
2022-01-29,127406140388,24701027862,10294682556,21199265353,183601116159
2022-01-30,128874928548,25026682735,10382778969,21421180187,185705570439
2022-01-31,127173178518,25051702205,9899794704,21296667921,183421343348
2022-02-01,129864114374,25307931850,10657352337,21338411756,187167810317
2022-02-02,132669854315,26535308387,11077303655,21511450793,191793917150
2022-02-03,128991464456,25462663042,10436021796,21334826452,186224975746
2022-02-04,130647706158,25494615522,10682873825,21200330156,188025525661
2022-02-05,138375450533,27409927348,11640000367,21629036996,199054415244
2022-02-06,140583615320,28328015286,11988679416,21613428111,202513738133
2022-02-07,142527782077,28426408612,12106683260,21852046768,204912920717
2022-02-08,144866374232,29494817096,12598102258,22300975193,209260268779
2022-02-09,144798479102,28732813302,12396213352,22536971619,208464477375
2022-02-10,147211892089,29179604418,12643625744,22969812408,212004934659
2022-02-11,143371320217,28740603310,11939410397,23401095570,207452429494
2022-02-12,139746375936,27643143194,11314881451,22619258207,201323658788
2022-02-13,139714033144,27772213989,11375236838,22281100192,201142584163
2022-02-14,139057569225,27235857640,11314041856,22170109950,199777578671
2022-02-15,140052708608,27182954590,11615560923,20946440563,199797664684
2022-02-16,145503538206,28721927791,12480437842,21194143055,207900046894
2022-02-17,144632120309,28403494871,13477039990,21155769795,207668424965
2022-02-18,138381055831,26441800178,12338256464,20732595436,197893707909
2022-02-19,136539205534,25516810830,12106593554,20526627471,194689237389
2022-02-20,135863103538,25533119822,12044243395,20661391406,194101858161
2022-02-21,132907078182,23788115567,11687615563,20283650983,188666460295
2022-02-22,130073001446,22924351773,11501259021,19087094782,183585707022
2022-02-23,131867392572,20974897995,12000812777,18900287492,183743390836
2022-02-24,131259487421,20859814192,12618022807,19139821948,183877146368
2022-02-25,131344013098,19496854733,13082038688,18184865746,182107772265
2022-02-26,135235440932,21578338458,14251778910,18405976984,189471535284
2022-02-27,136346707420,21314952287,14808812548,18489073652,190959545907
2022-02-28,132703455875,19757545736,13742192655,18038414287,184241608553
2022-03-01,142145340783,21072714942,16921802163,18906750948,199046608836
2022-03-02,143279445359,20471026878,17056846059,19336232546,200143550842
2022-03-03,143486477449,20218949111,17192114267,19465413829,200362954656
2022-03-04,138800204470,19523706790,16620567791,19662837148,194607316199
2022-03-05,133729833980,17685017333,15315239510,19404575627,186134666450
2022-03-06,135654637325,18058015729,15979527884,19570380051,189262560989
2022-03-07,131571863471,17357717017,14887289284,19237553474,183054423246
2022-03-08,131646705884,16801444947,14907134517,19216172238,182571457586
2022-03-09,134185261422,16700822972,16461314718,19267851111,186615250223
2022-03-10,139275838027,18855443886,18144975524,19669669289,195945926726
2022-03-11,135814731658,18614778809,17384928607,19388266480,191202705554
2022-03-12,134835214105,17893411199,16597462518,19273726058,188599813880
2022-03-13,134919480938,18183638971,16461787534,19236051765,188800959208
2022-03-14,133256129986,17777248609,16338874932,19144034329,186516287856
2022-03-15,135512658397,17599752874,17232830350,19131261823,189476503444
2022-03-16,136285835511,17864919208,17295985232,19178922819,190625662770
